video,path,true_label,video_type,nsgvd_score,nsgvd_pred,xception_score,xception_pred,efficientnet_score,efficientnet_pred,clip_vit_score,clip_vit_pred
msrvtt_104.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_104.mp4,real,face,0.3117,real,,,,,,
msrvtt_1040.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1040.mp4,real,no_face,0.6041,real,,,,,,
msrvtt_1041.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/real/MSR-VTT/msrvtt_1041.mp4,real,no_face,0.5041,real,,,,,,
modelscope_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_1.mp4,fake,no_face,1.5747,fake,,,,,,
modelscope_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_10.mp4,fake,face,0.4127,real,,,,,,
modelscope_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_100.mp4,fake,no_face,1.0459,fake,,,,,,
modelscope_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_101.mp4,fake,face,0.1637,real,,,,,,
modelscope_102.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_102.mp4,fake,no_face,0.4169,real,,,,,,
modelscope_103.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_103.mp4,fake,face,1.0654,fake,,,,,,
modelscope_104.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_104.mp4,fake,no_face,0.2444,real,,,,,,
modelscope_105.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_105.mp4,fake,no_face,1.3802,fake,,,,,,
modelscope_106.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_106.mp4,fake,face,0.1415,real,,,,,,
modelscope_107.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_107.mp4,fake,face,1.547,fake,,,,,,
modelscope_108.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_108.mp4,fake,face,0.5971,real,,,,,,
modelscope_109.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_109.mp4,fake,no_face,1.2484,fake,,,,,,
modelscope_11.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_11.mp4,fake,face,1.299,fake,,,,,,
modelscope_110.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_110.mp4,fake,face,0.3291,real,,,,,,
modelscope_111.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_111.mp4,fake,no_face,0.2426,real,,,,,,
modelscope_112.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_112.mp4,fake,face,1.2174,fake,,,,,,
modelscope_113.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_113.mp4,fake,face,0.3482,real,,,,,,
modelscope_114.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_114.mp4,fake,face,1.5477,fake,,,,,,
modelscope_115.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_115.mp4,fake,no_face,1.5196,fake,,,,,,
modelscope_116.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_116.mp4,fake,face,1.574,fake,,,,,,
modelscope_117.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_117.mp4,fake,no_face,0.4707,real,,,,,,
modelscope_118.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_118.mp4,fake,no_face,0.2027,real,,,,,,
modelscope_119.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_119.mp4,fake,face,1.0784,fake,,,,,,
modelscope_12.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_12.mp4,fake,face,0.3973,real,,,,,,
modelscope_120.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_120.mp4,fake,face,1.0842,fake,,,,,,
modelscope_121.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_121.mp4,fake,face,0.3336,real,,,,,,
modelscope_122.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_122.mp4,fake,face,0.4344,real,,,,,,
modelscope_123.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_123.mp4,fake,face,0.8753,real,,,,,,
modelscope_124.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_124.mp4,fake,no_face,0.1238,real,,,,,,
modelscope_125.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_125.mp4,fake,face,1.564,fake,,,,,,
modelscope_126.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_126.mp4,fake,face,0.1324,real,,,,,,
modelscope_127.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_127.mp4,fake,face,1.1818,fake,,,,,,
modelscope_128.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_128.mp4,fake,face,0.7306,real,,,,,,
modelscope_129.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_129.mp4,fake,face,0.3575,real,,,,,,
modelscope_13.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_13.mp4,fake,no_face,0.3375,real,,,,,,
modelscope_130.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_130.mp4,fake,face,0.2775,real,,,,,,
modelscope_131.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_131.mp4,fake,no_face,1.0304,fake,,,,,,
modelscope_132.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_132.mp4,fake,face,0.3778,real,,,,,,
modelscope_133.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_133.mp4,fake,face,0.5513,real,,,,,,
modelscope_134.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_134.mp4,fake,face,1.4056,fake,,,,,,
modelscope_135.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_135.mp4,fake,face,1.4913,fake,,,,,,
modelscope_136.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_136.mp4,fake,no_face,0.2202,real,,,,,,
modelscope_137.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_137.mp4,fake,face,0.591,real,,,,,,
modelscope_138.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_138.mp4,fake,face,1.5666,fake,,,,,,
modelscope_139.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_139.mp4,fake,no_face,1.5578,fake,,,,,,
modelscope_14.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_14.mp4,fake,face,0.4024,real,,,,,,
modelscope_140.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_140.mp4,fake,face,1.4907,fake,,,,,,
modelscope_141.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_141.mp4,fake,face,1.2055,fake,,,,,,
modelscope_142.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_142.mp4,fake,face,0.2591,real,,,,,,
modelscope_143.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_143.mp4,fake,face,1.573,fake,,,,,,
hotshot_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_1.mp4,fake,no_face,0.6205,real,,,,,,
hotshot_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_10.mp4,fake,face,0.4012,real,,,,,,
hotshot_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_100.mp4,fake,no_face,0.2202,real,,,,,,
hotshot_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_101.mp4,fake,face,0.1542,real,,,,,,
hotshot_102.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_102.mp4,fake,no_face,0.1357,real,,,,,,
hotshot_103.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_103.mp4,fake,no_face,1.1074,fake,,,,,,
hotshot_104.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_104.mp4,fake,face,0.738,real,,,,,,
hotshot_105.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_105.mp4,fake,no_face,0.7615,real,,,,,,
hotshot_106.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_106.mp4,fake,no_face,1.2327,fake,,,,,,
hotshot_107.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_107.mp4,fake,face,0.1165,real,,,,,,
hotshot_108.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_108.mp4,fake,no_face,0.2587,real,,,,,,
hotshot_109.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_109.mp4,fake,no_face,0.2654,real,,,,,,
hotshot_11.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_11.mp4,fake,no_face,0.7669,real,,,,,,
hotshot_110.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_110.mp4,fake,no_face,0.2624,real,,,,,,
hotshot_111.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_111.mp4,fake,no_face,1.1223,fake,,,,,,
hotshot_112.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_112.mp4,fake,face,0.9581,real,,,,,,
hotshot_113.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_113.mp4,fake,no_face,0.4304,real,,,,,,
hotshot_114.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_114.mp4,fake,no_face,0.1657,real,,,,,,
hotshot_115.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_115.mp4,fake,no_face,1.5496,fake,,,,,,
hotshot_116.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_116.mp4,fake,face,0.1368,real,,,,,,
hotshot_117.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_117.mp4,fake,face,0.8788,real,,,,,,
hotshot_118.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_118.mp4,fake,face,0.3301,real,,,,,,
hotshot_119.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_119.mp4,fake,no_face,0.1901,real,,,,,,
hotshot_12.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_12.mp4,fake,no_face,0.1979,real,,,,,,
hotshot_120.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_120.mp4,fake,face,0.7231,real,,,,,,
hotshot_121.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_121.mp4,fake,face,0.2922,real,,,,,,
hotshot_122.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_122.mp4,fake,no_face,1.1394,fake,,,,,,
hotshot_123.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_123.mp4,fake,no_face,0.5573,real,,,,,,
hotshot_124.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_124.mp4,fake,face,0.0892,real,,,,,,
hotshot_125.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_125.mp4,fake,face,1.4258,fake,,,,,,
hotshot_126.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_126.mp4,fake,no_face,1.3735,fake,,,,,,
hotshot_127.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_127.mp4,fake,face,0.5779,real,,,,,,
hotshot_128.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_128.mp4,fake,no_face,0.9128,real,,,,,,
hotshot_129.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_129.mp4,fake,no_face,0.2081,real,,,,,,
hotshot_13.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_13.mp4,fake,no_face,0.2256,real,,,,,,
hotshot_130.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_130.mp4,fake,no_face,1.3721,fake,,,,,,
hotshot_131.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_131.mp4,fake,face,0.1499,real,,,,,,
hotshot_132.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_132.mp4,fake,face,1.1904,fake,,,,,,
hotshot_133.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_133.mp4,fake,no_face,0.2358,real,,,,,,
hotshot_134.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_134.mp4,fake,no_face,1.53,fake,,,,,,
hotshot_135.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_135.mp4,fake,no_face,1.332,fake,,,,,,
hotshot_136.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_136.mp4,fake,no_face,0.9051,real,,,,,,
hotshot_137.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_137.mp4,fake,face,1.184,fake,,,,,,
hotshot_138.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_138.mp4,fake,no_face,1.3244,fake,,,,,,
hotshot_139.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_139.mp4,fake,no_face,1.5672,fake,,,,,,
hotshot_14.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_14.mp4,fake,face,0.3335,real,,,,,,
hotshot_140.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_140.mp4,fake,no_face,0.6278,real,,,,,,
hotshot_141.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_141.mp4,fake,no_face,0.3132,real,,,,,,
hotshot_142.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_142.mp4,fake,no_face,1.574,fake,,,,,,
hotshot_143.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_143.mp4,fake,face,1.0605,fake,,,,,,
000_003.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/000_003.mp4,fake,face,0.5566,real,,,,,,
001_870.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/001_870.mp4,fake,face,0.3188,real,,,,,,
002_006.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/002_006.mp4,fake,face,0.816,real,,,,,,
003_000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/003_000.mp4,fake,face,0.3616,real,,,,,,
004_982.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/004_982.mp4,fake,face,0.2873,real,,,,,,
005_010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/005_010.mp4,fake,face,1.5456,fake,,,,,,
006_002.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/006_002.mp4,fake,face,0.168,real,,,,,,
007_132.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/007_132.mp4,fake,face,0.12,real,,,,,,
008_990.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/008_990.mp4,fake,face,0.476,real,,,,,,
009_027.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/009_027.mp4,fake,face,0.7167,real,,,,,,
010_005.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/010_005.mp4,fake,face,0.5005,real,,,,,,
011_805.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/011_805.mp4,fake,face,0.3036,real,,,,,,
012_026.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/012_026.mp4,fake,face,0.2784,real,,,,,,
013_883.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/013_883.mp4,fake,face,0.3353,real,,,,,,
014_790.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/014_790.mp4,fake,face,1.1967,fake,,,,,,
015_919.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/015_919.mp4,fake,face,0.835,real,,,,,,
016_209.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/016_209.mp4,fake,face,0.1389,real,,,,,,
017_803.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/017_803.mp4,fake,face,1.3886,fake,,,,,,
018_019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/018_019.mp4,fake,face,1.1016,fake,,,,,,
019_018.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/019_018.mp4,fake,face,0.9742,real,,,,,,
020_344.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/020_344.mp4,fake,face,0.8666,real,,,,,,
021_312.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/021_312.mp4,fake,face,0.4781,real,,,,,,
022_489.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/022_489.mp4,fake,face,1.3179,fake,,,,,,
023_923.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/023_923.mp4,fake,face,0.753,real,,,,,,
024_073.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/024_073.mp4,fake,face,0.5187,real,,,,,,
025_067.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/025_067.mp4,fake,face,0.7385,real,,,,,,
026_012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/026_012.mp4,fake,face,0.3139,real,,,,,,
027_009.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/027_009.mp4,fake,face,1.0696,fake,,,,,,
028_068.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/028_068.mp4,fake,face,0.9926,real,,,,,,
029_048.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/029_048.mp4,fake,face,0.2263,real,,,,,,
030_193.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/030_193.mp4,fake,face,0.9154,real,,,,,,
031_163.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/031_163.mp4,fake,face,0.6626,real,,,,,,
032_944.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/032_944.mp4,fake,face,0.1927,real,,,,,,
033_097.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/033_097.mp4,fake,face,0.1766,real,,,,,,
034_590.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/034_590.mp4,fake,face,0.1737,real,,,,,,
035_036.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/035_036.mp4,fake,face,0.3162,real,,,,,,
036_035.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/036_035.mp4,fake,face,0.1509,real,,,,,,
037_072.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/037_072.mp4,fake,face,1.4815,fake,,,,,,
038_125.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/038_125.mp4,fake,face,0.4831,real,,,,,,
039_058.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/039_058.mp4,fake,face,0.6192,real,,,,,,
040_997.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/040_997.mp4,fake,face,1.4566,fake,,,,,,
041_063.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/041_063.mp4,fake,face,0.5624,real,,,,,,
042_084.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/042_084.mp4,fake,face,0.3359,real,,,,,,
043_110.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/043_110.mp4,fake,face,0.4308,real,,,,,,
044_945.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/044_945.mp4,fake,face,0.587,real,,,,,,
045_889.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/045_889.mp4,fake,face,0.862,real,,,,,,
046_904.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/046_904.mp4,fake,face,0.5216,real,,,,,,
047_862.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/047_862.mp4,fake,face,0.6683,real,,,,,,
048_029.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/048_029.mp4,fake,face,0.6278,real,,,,,,
049_946.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/DeepFakes/049_946.mp4,fake,face,0.1811,real,,,,,,
gen2_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1.mp4,fake,no_face,1.1692,fake,,,,,,
gen2_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_10.mp4,fake,no_face,0.1555,real,,,,,,
gen2_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_100.mp4,fake,face,0.1492,real,,,,,,
gen2_1000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1000.mp4,fake,face,0.9819,real,,,,,,
gen2_1001.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1001.mp4,fake,no_face,0.4736,real,,,,,,
gen2_1002.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1002.mp4,fake,no_face,0.2398,real,,,,,,
gen2_1003.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1003.mp4,fake,face,1.5663,fake,,,,,,
gen2_1004.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1004.mp4,fake,face,0.8075,real,,,,,,
gen2_1005.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1005.mp4,fake,face,0.4093,real,,,,,,
gen2_1006.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1006.mp4,fake,face,0.4432,real,,,,,,
gen2_1007.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1007.mp4,fake,no_face,0.2134,real,,,,,,
gen2_1008.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1008.mp4,fake,face,0.6822,real,,,,,,
gen2_1009.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1009.mp4,fake,no_face,0.1574,real,,,,,,
gen2_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_101.mp4,fake,face,0.1702,real,,,,,,
gen2_1010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1010.mp4,fake,face,1.1711,fake,,,,,,
gen2_1011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1011.mp4,fake,face,0.324,real,,,,,,
gen2_1012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1012.mp4,fake,face,0.1992,real,,,,,,
gen2_1013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1013.mp4,fake,no_face,0.443,real,,,,,,
gen2_1014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1014.mp4,fake,no_face,1.0644,fake,,,,,,
gen2_1015.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1015.mp4,fake,face,0.1692,real,,,,,,
gen2_1016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1016.mp4,fake,face,0.1654,real,,,,,,
