video,full_path,true_label,mmd_score,pred_conservative,correct_conservative,pred_balanced,correct_balanced,pred_aggressive,correct_aggressive
modelscope_168.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_168.mp4,fake,0.7772,real,False,real,False,real,False
modelscope_169.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_169.mp4,fake,1.5115,fake,True,fake,True,fake,True
modelscope_17.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_17.mp4,fake,1.203,real,False,fake,True,fake,True
modelscope_170.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_170.mp4,fake,1.3639,real,False,fake,True,fake,True
modelscope_171.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_171.mp4,fake,0.4928,real,False,real,False,real,False
modelscope_172.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_172.mp4,fake,1.4417,fake,True,fake,True,fake,True
modelscope_173.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_173.mp4,fake,1.5747,fake,True,fake,True,fake,True
modelscope_174.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_174.mp4,fake,1.4502,fake,True,fake,True,fake,True
modelscope_175.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_175.mp4,fake,1.5551,fake,True,fake,True,fake,True
modelscope_176.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_176.mp4,fake,1.4099,real,False,fake,True,fake,True
modelscope_177.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_177.mp4,fake,0.7165,real,False,real,False,real,False
modelscope_178.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_178.mp4,fake,0.8044,real,False,real,False,real,False
modelscope_179.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_179.mp4,fake,0.2125,real,False,real,False,real,False
modelscope_18.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_18.mp4,fake,1.2817,real,False,fake,True,fake,True
modelscope_180.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_180.mp4,fake,1.4881,fake,True,fake,True,fake,True
modelscope_181.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_181.mp4,fake,0.1259,real,False,real,False,real,False
modelscope_182.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_182.mp4,fake,0.8826,real,False,real,False,fake,True
modelscope_183.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_183.mp4,fake,0.2381,real,False,real,False,real,False
modelscope_184.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_184.mp4,fake,0.8876,real,False,real,False,fake,True
modelscope_185.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_185.mp4,fake,0.243,real,False,real,False,real,False
modelscope_186.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_186.mp4,fake,1.418,real,False,fake,True,fake,True
modelscope_187.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_187.mp4,fake,0.2093,real,False,real,False,real,False
modelscope_188.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_188.mp4,fake,0.3475,real,False,real,False,real,False
modelscope_189.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/ModelScope/modelscope_189.mp4,fake,0.2155,real,False,real,False,real,False
hotshot_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_1.mp4,fake,0.6205,real,False,real,False,real,False
hotshot_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_10.mp4,fake,0.4012,real,False,real,False,real,False
hotshot_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_100.mp4,fake,0.2202,real,False,real,False,real,False
hotshot_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_101.mp4,fake,0.1542,real,False,real,False,real,False
hotshot_102.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_102.mp4,fake,0.1357,real,False,real,False,real,False
hotshot_103.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_103.mp4,fake,1.1074,real,False,real,False,fake,True
hotshot_104.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_104.mp4,fake,0.738,real,False,real,False,real,False
hotshot_105.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_105.mp4,fake,0.7615,real,False,real,False,real,False
hotshot_106.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_106.mp4,fake,1.2327,real,False,fake,True,fake,True
hotshot_107.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_107.mp4,fake,0.1165,real,False,real,False,real,False
hotshot_108.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_108.mp4,fake,0.2587,real,False,real,False,real,False
hotshot_109.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_109.mp4,fake,0.2654,real,False,real,False,real,False
hotshot_11.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_11.mp4,fake,0.7669,real,False,real,False,real,False
hotshot_110.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_110.mp4,fake,0.2624,real,False,real,False,real,False
hotshot_111.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_111.mp4,fake,1.1223,real,False,real,False,fake,True
hotshot_112.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_112.mp4,fake,0.9581,real,False,real,False,fake,True
hotshot_113.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_113.mp4,fake,0.4304,real,False,real,False,real,False
hotshot_114.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_114.mp4,fake,0.1657,real,False,real,False,real,False
hotshot_115.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_115.mp4,fake,1.5496,fake,True,fake,True,fake,True
hotshot_116.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_116.mp4,fake,0.1368,real,False,real,False,real,False
hotshot_117.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_117.mp4,fake,0.8788,real,False,real,False,fake,True
hotshot_118.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_118.mp4,fake,0.3301,real,False,real,False,real,False
hotshot_119.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_119.mp4,fake,0.1901,real,False,real,False,real,False
hotshot_12.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_12.mp4,fake,0.1979,real,False,real,False,real,False
hotshot_120.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_120.mp4,fake,0.7231,real,False,real,False,real,False
hotshot_121.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_121.mp4,fake,0.2922,real,False,real,False,real,False
hotshot_122.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_122.mp4,fake,1.1394,real,False,fake,True,fake,True
hotshot_123.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_123.mp4,fake,0.5573,real,False,real,False,real,False
hotshot_124.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_124.mp4,fake,0.0892,real,False,real,False,real,False
hotshot_125.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_125.mp4,fake,1.4258,real,False,fake,True,fake,True
hotshot_126.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_126.mp4,fake,1.3735,real,False,fake,True,fake,True
hotshot_127.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_127.mp4,fake,0.5779,real,False,real,False,real,False
hotshot_128.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_128.mp4,fake,0.9128,real,False,real,False,fake,True
hotshot_129.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_129.mp4,fake,0.2081,real,False,real,False,real,False
hotshot_13.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_13.mp4,fake,0.2256,real,False,real,False,real,False
hotshot_130.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_130.mp4,fake,1.3721,real,False,fake,True,fake,True
hotshot_131.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_131.mp4,fake,0.1499,real,False,real,False,real,False
hotshot_132.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_132.mp4,fake,1.1904,real,False,fake,True,fake,True
hotshot_133.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_133.mp4,fake,0.2358,real,False,real,False,real,False
hotshot_134.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_134.mp4,fake,1.53,fake,True,fake,True,fake,True
hotshot_135.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_135.mp4,fake,1.332,real,False,fake,True,fake,True
hotshot_136.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_136.mp4,fake,0.9051,real,False,real,False,fake,True
hotshot_137.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_137.mp4,fake,1.184,real,False,fake,True,fake,True
hotshot_138.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_138.mp4,fake,1.3244,real,False,fake,True,fake,True
hotshot_139.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_139.mp4,fake,1.5672,fake,True,fake,True,fake,True
hotshot_14.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_14.mp4,fake,0.3335,real,False,real,False,real,False
hotshot_140.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_140.mp4,fake,0.6278,real,False,real,False,real,False
hotshot_141.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_141.mp4,fake,0.3132,real,False,real,False,real,False
hotshot_142.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_142.mp4,fake,1.574,fake,True,fake,True,fake,True
hotshot_143.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_143.mp4,fake,1.0605,real,False,real,False,fake,True
hotshot_144.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_144.mp4,fake,0.6907,real,False,real,False,real,False
hotshot_145.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_145.mp4,fake,0.1849,real,False,real,False,real,False
hotshot_146.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_146.mp4,fake,0.5226,real,False,real,False,real,False
hotshot_147.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_147.mp4,fake,0.9311,real,False,real,False,fake,True
hotshot_148.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_148.mp4,fake,0.2509,real,False,real,False,real,False
hotshot_149.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_149.mp4,fake,1.2355,real,False,fake,True,fake,True
hotshot_15.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_15.mp4,fake,0.1529,real,False,real,False,real,False
hotshot_150.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_150.mp4,fake,0.6358,real,False,real,False,real,False
hotshot_151.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_151.mp4,fake,0.915,real,False,real,False,fake,True
hotshot_152.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_152.mp4,fake,0.6655,real,False,real,False,real,False
hotshot_153.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_153.mp4,fake,1.0527,real,False,real,False,fake,True
hotshot_154.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_154.mp4,fake,1.1748,real,False,fake,True,fake,True
hotshot_155.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_155.mp4,fake,0.7744,real,False,real,False,real,False
hotshot_156.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_156.mp4,fake,0.3831,real,False,real,False,real,False
hotshot_157.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_157.mp4,fake,0.3868,real,False,real,False,real,False
hotshot_158.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_158.mp4,fake,1.5431,fake,True,fake,True,fake,True
hotshot_159.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_159.mp4,fake,0.3554,real,False,real,False,real,False
hotshot_16.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_16.mp4,fake,0.4178,real,False,real,False,real,False
hotshot_160.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_160.mp4,fake,0.7863,real,False,real,False,real,False
hotshot_161.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_161.mp4,fake,0.203,real,False,real,False,real,False
hotshot_162.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_162.mp4,fake,0.7481,real,False,real,False,real,False
hotshot_163.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_163.mp4,fake,1.0657,real,False,real,False,fake,True
hotshot_164.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_164.mp4,fake,0.2059,real,False,real,False,real,False
hotshot_165.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_165.mp4,fake,1.1099,real,False,real,False,fake,True
hotshot_166.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_166.mp4,fake,0.1007,real,False,real,False,real,False
hotshot_167.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_167.mp4,fake,0.5002,real,False,real,False,real,False
hotshot_168.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_168.mp4,fake,0.6861,real,False,real,False,real,False
hotshot_169.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_169.mp4,fake,0.7654,real,False,real,False,real,False
hotshot_17.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_17.mp4,fake,0.6171,real,False,real,False,real,False
hotshot_170.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_170.mp4,fake,0.6484,real,False,real,False,real,False
hotshot_171.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_171.mp4,fake,1.1624,real,False,fake,True,fake,True
hotshot_172.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_172.mp4,fake,0.2545,real,False,real,False,real,False
hotshot_173.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_173.mp4,fake,0.7718,real,False,real,False,real,False
hotshot_174.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_174.mp4,fake,0.8224,real,False,real,False,real,False
hotshot_175.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_175.mp4,fake,0.1789,real,False,real,False,real,False
hotshot_176.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_176.mp4,fake,0.2326,real,False,real,False,real,False
hotshot_177.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_177.mp4,fake,0.3922,real,False,real,False,real,False
hotshot_178.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_178.mp4,fake,0.6962,real,False,real,False,real,False
hotshot_179.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_179.mp4,fake,0.412,real,False,real,False,real,False
hotshot_18.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_18.mp4,fake,1.5666,fake,True,fake,True,fake,True
hotshot_180.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_180.mp4,fake,0.2055,real,False,real,False,real,False
hotshot_181.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_181.mp4,fake,1.5741,fake,True,fake,True,fake,True
hotshot_182.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_182.mp4,fake,1.551,fake,True,fake,True,fake,True
hotshot_183.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_183.mp4,fake,0.163,real,False,real,False,real,False
hotshot_184.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_184.mp4,fake,1.5315,fake,True,fake,True,fake,True
hotshot_185.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_185.mp4,fake,1.5402,fake,True,fake,True,fake,True
hotshot_186.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_186.mp4,fake,1.2384,real,False,fake,True,fake,True
hotshot_187.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_187.mp4,fake,1.5363,fake,True,fake,True,fake,True
hotshot_188.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_188.mp4,fake,0.5885,real,False,real,False,real,False
hotshot_189.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/HotShot/hotshot_189.mp4,fake,0.599,real,False,real,False,real,False
gen2_1.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1.mp4,fake,1.1692,real,False,fake,True,fake,True
gen2_10.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_10.mp4,fake,0.1555,real,False,real,False,real,False
gen2_100.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_100.mp4,fake,0.1492,real,False,real,False,real,False
gen2_1000.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1000.mp4,fake,0.9819,real,False,real,False,fake,True
gen2_1001.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1001.mp4,fake,0.4736,real,False,real,False,real,False
gen2_1002.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1002.mp4,fake,0.2398,real,False,real,False,real,False
gen2_1003.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1003.mp4,fake,1.5663,fake,True,fake,True,fake,True
gen2_1004.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1004.mp4,fake,0.8075,real,False,real,False,real,False
gen2_1005.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1005.mp4,fake,0.4093,real,False,real,False,real,False
gen2_1006.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1006.mp4,fake,0.4432,real,False,real,False,real,False
gen2_1007.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1007.mp4,fake,0.2134,real,False,real,False,real,False
gen2_1008.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1008.mp4,fake,0.6822,real,False,real,False,real,False
gen2_1009.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1009.mp4,fake,0.1574,real,False,real,False,real,False
gen2_101.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_101.mp4,fake,0.1702,real,False,real,False,real,False
gen2_1010.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1010.mp4,fake,1.1711,real,False,fake,True,fake,True
gen2_1011.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1011.mp4,fake,0.324,real,False,real,False,real,False
gen2_1012.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1012.mp4,fake,0.1992,real,False,real,False,real,False
gen2_1013.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1013.mp4,fake,0.443,real,False,real,False,real,False
gen2_1014.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1014.mp4,fake,1.0644,real,False,real,False,fake,True
gen2_1015.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1015.mp4,fake,0.1692,real,False,real,False,real,False
gen2_1016.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1016.mp4,fake,0.1654,real,False,real,False,real,False
gen2_1017.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1017.mp4,fake,0.5928,real,False,real,False,real,False
gen2_1018.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1018.mp4,fake,0.4038,real,False,real,False,real,False
gen2_1019.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1019.mp4,fake,1.4285,real,False,fake,True,fake,True
gen2_102.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_102.mp4,fake,1.572,fake,True,fake,True,fake,True
gen2_1020.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1020.mp4,fake,0.1992,real,False,real,False,real,False
gen2_1021.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1021.mp4,fake,0.1632,real,False,real,False,real,False
gen2_1022.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1022.mp4,fake,1.4845,fake,True,fake,True,fake,True
gen2_1023.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1023.mp4,fake,0.1799,real,False,real,False,real,False
gen2_1024.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1024.mp4,fake,0.471,real,False,real,False,real,False
gen2_1025.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1025.mp4,fake,0.4502,real,False,real,False,real,False
gen2_1026.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1026.mp4,fake,0.4211,real,False,real,False,real,False
gen2_1027.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1027.mp4,fake,1.0584,real,False,real,False,fake,True
gen2_1028.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1028.mp4,fake,0.2472,real,False,real,False,real,False
gen2_1029.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1029.mp4,fake,0.5926,real,False,real,False,real,False
gen2_103.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_103.mp4,fake,0.9994,real,False,real,False,fake,True
gen2_1030.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1030.mp4,fake,0.1548,real,False,real,False,real,False
gen2_1031.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1031.mp4,fake,0.1619,real,False,real,False,real,False
gen2_1032.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1032.mp4,fake,0.1678,real,False,real,False,real,False
gen2_1033.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1033.mp4,fake,0.3193,real,False,real,False,real,False
gen2_1034.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1034.mp4,fake,0.1788,real,False,real,False,real,False
gen2_1035.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1035.mp4,fake,0.183,real,False,real,False,real,False
gen2_1036.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1036.mp4,fake,1.3735,real,False,fake,True,fake,True
gen2_1037.mp4,/home/umflint.edu/mufarooq/Umar_local_data/GenVideo/video/fake/Gen2/gen2_1037.mp4,fake,0.17,real,False,real,False,real,False
